"","Estado","fuente","observaciones","ano","genero"
"4843","Guanajuato","SEMAR",NA,2008,"general"
"4844","Guerrero","SEMAR",3,2008,"general"
"4845","Hidalgo","SEMAR",NA,2008,"general"
"4846","Jalisco","SEMAR",5,2008,"general"
"4847","Mexico","SEMAR",NA,2008,"general"
"4848","Michoacan","SEMAR",8,2008,"general"
"4849","Morelos","SEMAR",NA,2008,"general"
"4850","Nayarit","SEMAR",0,2008,"general"
"4851","Nuevo Leon","SEMAR",NA,2008,"general"
"4852","Oaxaca","SEMAR",80,2008,"general"
"4853","Puebla","SEMAR",NA,2008,"general"
"4854","Queretaro","SEMAR",NA,2008,"general"
"4855","Quintana Roo","SEMAR",7,2008,"general"
"4856","San Luis Potosi","SEMAR",NA,2008,"general"
"4857","Sinaloa","SEMAR",39,2008,"general"
"4858","Sonora","SEMAR",8,2008,"general"
"4859","Tabasco","SEMAR",20,2008,"general"
"4860","Tamaulipas","SEMAR",0,2008,"general"
"4861","Tlaxcala","SEMAR",NA,2008,"general"
"4862","Veracruz","SEMAR",294,2008,"general"
"4863","Yucatan","SEMAR",8,2008,"general"
"4864","Zacatecas","SEMAR",NA,2008,"general"
"4865","Aguascalientes","OTRAS",447,2008,"general"
"4866","Baja California","OTRAS",642,2008,"general"
"4867","Baja California Sur","OTRAS",NA,2008,"general"
"4868","Campeche","OTRAS",18,2008,"general"
"4869","Coahuila","OTRAS",2165,2008,"general"
"4870","Colima","OTRAS",186,2008,"general"
"4871","Chiapas","OTRAS",228,2008,"general"
"4872","Chihuahua","OTRAS",3720,2008,"general"
"4873","Distrito Federal","OTRAS",970,2008,"general"
"4874","Durango","OTRAS",252,2008,"general"
"4875","Guanajuato","OTRAS",1097,2008,"general"
"4876","Guerrero","OTRAS",NA,2008,"general"
"4877","Hidalgo","OTRAS",36,2008,"general"
"4878","Jalisco","OTRAS",10265,2008,"general"
"4879","Mexico","OTRAS",3439,2008,"general"
"4880","Michoacan","OTRAS",NA,2008,"general"
"4881","Morelos","OTRAS",NA,2008,"general"
"4882","Nayarit","OTRAS",31,2008,"general"
"4883","Nuevo Leon","OTRAS",3784,2008,"general"
"4884","Oaxaca","OTRAS",38,2008,"general"
"4885","Puebla","OTRAS",1312,2008,"general"
"4886","Queretaro","OTRAS",114,2008,"general"
"4887","Quintana Roo","OTRAS",NA,2008,"general"
"4888","San Luis Potosi","OTRAS",75,2008,"general"
"4889","Sinaloa","OTRAS",2101,2008,"general"
"4890","Sonora","OTRAS",153,2008,"general"
"4891","Tabasco","OTRAS",1736,2008,"general"
"4892","Tamaulipas","OTRAS",115,2008,"general"
"4893","Tlaxcala","OTRAS",93,2008,"general"
"4894","Veracruz","OTRAS",NA,2008,"general"
"4895","Yucatan","OTRAS",294,2008,"general"
"4896","Zacatecas","OTRAS",26,2008,"general"
"4897","Aguascalientes","SSA",1636,2007,"general"
"4898","Baja California","SSA",3983,2007,"general"
"4899","Baja California Sur","SSA",1082,2007,"general"
"4900","Campeche","SSA",1182,2007,"general"
"4901","Coahuila","SSA",1374,2007,"general"
"4902","Colima","SSA",936,2007,"general"
"4903","Chiapas","SSA",5039,2007,"general"
"4904","Chihuahua","SSA",3258,2007,"general"
"4905","Distrito Federal","SSA",15322,2007,"general"
"4906","Durango","SSA",1210,2007,"general"
"4907","Guanajuato","SSA",7087,2007,"general"
"4908","Guerrero","SSA",6969,2007,"general"
"4909","Hidalgo","SSA",3135,2007,"general"
"4910","Jalisco","SSA",8613,2007,"general"
"4911","Mexico","SSA",18529,2007,"general"
"4912","Michoacan","SSA",3786,2007,"general"
"4913","Morelos","SSA",2649,2007,"general"
"4914","Nayarit","SSA",1481,2007,"general"
"4915","Nuevo Leon","SSA",3092,2007,"general"
"4916","Oaxaca","SSA",5113,2007,"general"
"4917","Puebla","SSA",4054,2007,"general"
"4918","Queretaro","SSA",1712,2007,"general"
"4919","Quintana Roo","SSA",858,2007,"general"
"4920","San Luis Potosi","SSA",4107,2007,"general"
"4921","Sinaloa","SSA",6677,2007,"general"
"4922","Sonora","SSA",1845,2007,"general"
"4923","Tabasco","SSA",4077,2007,"general"
"4924","Tamaulipas","SSA",5849,2007,"general"
"4925","Tlaxcala","SSA",1536,2007,"general"
"4926","Veracruz","SSA",9520,2007,"general"
"4927","Yucatan","SSA",2346,2007,"general"
"4928","Zacatecas","SSA",1832,2007,"general"
"4929","Aguascalientes","IMMS",977,2007,"general"
"4930","Baja California","IMMS",5912,2007,"general"
"4931","Baja California Sur","IMMS",1070,2007,"general"
"4932","Campeche","IMMS",890,2007,"general"
"4933","Coahuila","IMMS",7504,2007,"general"
"4934","Colima","IMMS",1190,2007,"general"
"4935","Chiapas","IMMS",4135,2007,"general"
"4936","Chihuahua","IMMS",7791,2007,"general"
"4937","Distrito Federal","IMMS",8843,2007,"general"
"4938","Durango","IMMS",3524,2007,"general"
"4939","Guanajuato","IMMS",6066,2007,"general"
"4940","Guerrero","IMMS",4745,2007,"general"
"4941","Hidalgo","IMMS",1477,2007,"general"
"4942","Jalisco","IMMS",12398,2007,"general"
"4943","Mexico","IMMS",16766,2007,"general"
"4944","Michoacan","IMMS",3415,2007,"general"
"4945","Morelos","IMMS",5235,2007,"general"
"4946","Nayarit","IMMS",507,2007,"general"
"4947","Nuevo Leon","IMMS",7565,2007,"general"
"4948","Oaxaca","IMMS",2172,2007,"general"
"4949","Puebla","IMMS",7376,2007,"general"
"4950","Queretaro","IMMS",2082,2007,"general"
"4951","Quintana Roo","IMMS",1212,2007,"general"
"4952","San Luis Potosi","IMMS",4132,2007,"general"
"4953","Sinaloa","IMMS",5014,2007,"general"
"4954","Sonora","IMMS",5435,2007,"general"
"4955","Tabasco","IMMS",1643,2007,"general"
"4956","Tamaulipas","IMMS",6475,2007,"general"
"4957","Tlaxcala","IMMS",1230,2007,"general"
"4958","Veracruz","IMMS",9104,2007,"general"
"4959","Yucatan","IMMS",4601,2007,"general"
"4960","Zacatecas","IMMS",1171,2007,"general"
"4961","Aguascalientes","ISSSTE",167,2007,"general"
"4962","Baja California","ISSSTE",576,2007,"general"
"4963","Baja California Sur","ISSSTE",266,2007,"general"
"4964","Campeche","ISSSTE",263,2007,"general"
"4965","Coahuila","ISSSTE",2925,2007,"general"
"4966","Colima","ISSSTE",37,2007,"general"
"4967","Chiapas","ISSSTE",2075,2007,"general"
"4968","Chihuahua","ISSSTE",743,2007,"general"
"4969","Distrito Federal","ISSSTE",11600,2007,"general"
"4970","Durango","ISSSTE",1789,2007,"general"
"4971","Guanajuato","ISSSTE",867,2007,"general"
"4972","Guerrero","ISSSTE",2188,2007,"general"
"4973","Hidalgo","ISSSTE",985,2007,"general"
"4974","Jalisco","ISSSTE",3021,2007,"general"
"4975","Mexico","ISSSTE",3333,2007,"general"
"4976","Michoacan","ISSSTE",4405,2007,"general"
"4977","Morelos","ISSSTE",3300,2007,"general"
"4978","Nayarit","ISSSTE",1307,2007,"general"
"4979","Nuevo Leon","ISSSTE",277,2007,"general"
"4980","Oaxaca","ISSSTE",2653,2007,"general"
"4981","Puebla","ISSSTE",2795,2007,"general"
"4982","Queretaro","ISSSTE",320,2007,"general"
"4983","Quintana Roo","ISSSTE",319,2007,"general"
"4984","San Luis Potosi","ISSSTE",843,2007,"general"
"4985","Sinaloa","ISSSTE",551,2007,"general"
"4986","Sonora","ISSSTE",588,2007,"general"
"4987","Tabasco","ISSSTE",487,2007,"general"
"4988","Tamaulipas","ISSSTE",1841,2007,"general"
"4989","Tlaxcala","ISSSTE",631,2007,"general"
"4990","Veracruz","ISSSTE",474,2007,"general"
"4991","Yucatan","ISSSTE",1037,2007,"general"
"4992","Zacatecas","ISSSTE",349,2007,"general"
"4993","Aguascalientes","IMMS",NA,2007,"general"
"4994","Baja California","IMMS",64,2007,"general"
"4995","Baja California Sur","IMMS",NA,2007,"general"
"4996","Campeche","IMMS",165,2007,"general"
"4997","Coahuila","IMMS",347,2007,"general"
"4998","Colima","IMMS",NA,2007,"general"
"4999","Chiapas","IMMS",915,2007,"general"
"5000","Chihuahua","IMMS",156,2007,"general"
"5001","Distrito Federal","IMMS",177,2007,"general"
"5002","Durango","IMMS",386,2007,"general"
"5003","Guanajuato","IMMS",24,2007,"general"
"5004","Guerrero","IMMS",42,2007,"general"
"5005","Hidalgo","IMMS",448,2007,"general"
"5006","Jalisco","IMMS",19,2007,"general"
"5007","Mexico","IMMS",11,2007,"general"
"5008","Michoacan","IMMS",1019,2007,"general"
"5009","Morelos","IMMS",4,2007,"general"
"5010","Nayarit","IMMS",145,2007,"general"
"5011","Nuevo Leon","IMMS",7,2007,"general"
"5012","Oaxaca","IMMS",1432,2007,"general"
"5013","Puebla","IMMS",923,2007,"general"
"5014","Queretaro","IMMS",4,2007,"general"
"5015","Quintana Roo","IMMS",NA,2007,"general"
"5016","San Luis Potosi","IMMS",795,2007,"general"
"5017","Sinaloa","IMMS",222,2007,"general"
"5018","Sonora","IMMS",96,2007,"general"
"5019","Tabasco","IMMS",NA,2007,"general"
"5020","Tamaulipas","IMMS",277,2007,"general"
"5021","Tlaxcala","IMMS",6,2007,"general"
"5022","Veracruz","IMMS",1670,2007,"general"
"5023","Yucatan","IMMS",765,2007,"general"
"5024","Zacatecas","IMMS",503,2007,"general"
"5025","Aguascalientes","DIF",16,2007,"general"
"5026","Baja California","DIF",NA,2007,"general"
"5027","Baja California Sur","DIF",NA,2007,"general"
"5028","Campeche","DIF",22,2007,"general"
"5029","Coahuila","DIF",151,2007,"general"
"5030","Colima","DIF",8,2007,"general"
"5031","Chiapas","DIF",NA,2007,"general"
"5032","Chihuahua","DIF",NA,2007,"general"
"5033","Distrito Federal","DIF",288,2007,"general"
"5034","Durango","DIF",0,2007,"general"
"5035","Guanajuato","DIF",NA,2007,"general"
"5036","Guerrero","DIF",NA,2007,"general"
"5037","Hidalgo","DIF",0,2007,"general"
"5038","Jalisco","DIF",272,2007,"general"
"5039","Mexico","DIF",6127,2007,"general"
"5040","Michoacan","DIF",NA,2007,"general"
"5041","Morelos","DIF",NA,2007,"general"
"5042","Nayarit","DIF",168,2007,"general"
"5043","Nuevo Leon","DIF",1,2007,"general"
"5044","Oaxaca","DIF",126,2007,"general"
"5045","Puebla","DIF",164,2007,"general"
"5046","Queretaro","DIF",25,2007,"general"
"5047","Quintana Roo","DIF",NA,2007,"general"
"5048","San Luis Potosi","DIF",NA,2007,"general"
"5049","Sinaloa","DIF",502,2007,"general"
"5050","Sonora","DIF",NA,2007,"general"
"5051","Tabasco","DIF",NA,2007,"general"
"5052","Tamaulipas","DIF",2,2007,"general"
"5053","Tlaxcala","DIF",28,2007,"general"
"5054","Veracruz","DIF",511,2007,"general"
"5055","Yucatan","DIF",13,2007,"general"
"5056","Zacatecas","DIF",167,2007,"general"
"5057","Aguascalientes","PEMEX",NA,2007,"general"
"5058","Baja California","PEMEX",NA,2007,"general"
"5059","Baja California Sur","PEMEX",NA,2007,"general"
"5060","Campeche","PEMEX",2,2007,"general"
"5061","Coahuila","PEMEX",NA,2007,"general"
"5062","Colima","PEMEX",NA,2007,"general"
"5063","Chiapas","PEMEX",113,2007,"general"
"5064","Chihuahua","PEMEX",NA,2007,"general"
"5065","Distrito Federal","PEMEX",93,2007,"general"
"5066","Durango","PEMEX",NA,2007,"general"
"5067","Guanajuato","PEMEX",31,2007,"general"
"5068","Guerrero","PEMEX",NA,2007,"general"
"5069","Hidalgo","PEMEX",120,2007,"general"
"5070","Jalisco","PEMEX",8,2007,"general"
"5071","Mexico","PEMEX",NA,2007,"general"
"5072","Michoacan","PEMEX",NA,2007,"general"
"5073","Morelos","PEMEX",NA,2007,"general"
"5074","Nayarit","PEMEX",NA,2007,"general"
"5075","Nuevo Leon","PEMEX",51,2007,"general"
"5076","Oaxaca","PEMEX",112,2007,"general"
"5077","Puebla","PEMEX",9,2007,"general"
"5078","Queretaro","PEMEX",NA,2007,"general"
"5079","Quintana Roo","PEMEX",NA,2007,"general"
"5080","San Luis Potosi","PEMEX",6,2007,"general"
"5081","Sinaloa","PEMEX",9,2007,"general"
"5082","Sonora","PEMEX",NA,2007,"general"
"5083","Tabasco","PEMEX",415,2007,"general"
"5084","Tamaulipas","PEMEX",207,2007,"general"
"5085","Tlaxcala","PEMEX",NA,2007,"general"
"5086","Veracruz","PEMEX",436,2007,"general"
"5087","Yucatan","PEMEX",NA,2007,"general"
"5088","Zacatecas","PEMEX",NA,2007,"general"
"5089","Aguascalientes","SEDENA",179,2007,"general"
"5090","Baja California","SEDENA",98,2007,"general"
"5091","Baja California Sur","SEDENA",8,2007,"general"
"5092","Campeche","SEDENA",4,2007,"general"
"5093","Coahuila","SEDENA",44,2007,"general"
"5094","Colima","SEDENA",15,2007,"general"
"5095","Chiapas","SEDENA",108,2007,"general"
"5096","Chihuahua","SEDENA",170,2007,"general"
"5097","Distrito Federal","SEDENA",1389,2007,"general"
"5098","Durango","SEDENA",52,2007,"general"
"5099","Guanajuato","SEDENA",61,2007,"general"
"5100","Guerrero","SEDENA",132,2007,"general"
"5101","Hidalgo","SEDENA",22,2007,"general"
"5102","Jalisco","SEDENA",114,2007,"general"
"5103","Mexico","SEDENA",757,2007,"general"
"5104","Michoacan","SEDENA",0,2007,"general"
"5105","Morelos","SEDENA",273,2007,"general"
"5106","Nayarit","SEDENA",0,2007,"general"
"5107","Nuevo Leon","SEDENA",104,2007,"general"
"5108","Oaxaca","SEDENA",120,2007,"general"
"5109","Puebla","SEDENA",17,2007,"general"
"5110","Queretaro","SEDENA",NA,2007,"general"
"5111","Quintana Roo","SEDENA",37,2007,"general"
"5112","San Luis Potosi","SEDENA",76,2007,"general"
"5113","Sinaloa","SEDENA",269,2007,"general"
"5114","Sonora","SEDENA",101,2007,"general"
"5115","Tabasco","SEDENA",66,2007,"general"
"5116","Tamaulipas","SEDENA",38,2007,"general"
"5117","Tlaxcala","SEDENA",1,2007,"general"
"5118","Veracruz","SEDENA",179,2007,"general"
"5119","Yucatan","SEDENA",0,2007,"general"
"5120","Zacatecas","SEDENA",1,2007,"general"
"5121","Aguascalientes","SEMAR",NA,2007,"general"
"5122","Baja California","SEMAR",2,2007,"general"
"5123","Baja California Sur","SEMAR",4,2007,"general"
"5124","Campeche","SEMAR",24,2007,"general"
"5125","Coahuila","SEMAR",NA,2007,"general"
"5126","Colima","SEMAR",80,2007,"general"
"5127","Chiapas","SEMAR",1,2007,"general"
"5128","Chihuahua","SEMAR",NA,2007,"general"
"5129","Distrito Federal","SEMAR",227,2007,"general"
"5130","Durango","SEMAR",NA,2007,"general"
"5131","Guanajuato","SEMAR",NA,2007,"general"
"5132","Guerrero","SEMAR",3,2007,"general"
"5133","Hidalgo","SEMAR",NA,2007,"general"
"5134","Jalisco","SEMAR",25,2007,"general"
"5135","Mexico","SEMAR",NA,2007,"general"
"5136","Michoacan","SEMAR",34,2007,"general"
"5137","Morelos","SEMAR",NA,2007,"general"
"5138","Nayarit","SEMAR",2,2007,"general"
"5139","Nuevo Leon","SEMAR",NA,2007,"general"
"5140","Oaxaca","SEMAR",72,2007,"general"
"5141","Puebla","SEMAR",NA,2007,"general"
"5142","Queretaro","SEMAR",NA,2007,"general"
"5143","Quintana Roo","SEMAR",2,2007,"general"
"5144","San Luis Potosi","SEMAR",NA,2007,"general"
"5145","Sinaloa","SEMAR",47,2007,"general"
"5146","Sonora","SEMAR",10,2007,"general"
"5147","Tabasco","SEMAR",33,2007,"general"
"5148","Tamaulipas","SEMAR",1,2007,"general"
"5149","Tlaxcala","SEMAR",NA,2007,"general"
"5150","Veracruz","SEMAR",241,2007,"general"
"5151","Yucatan","SEMAR",1,2007,"general"
"5152","Zacatecas","SEMAR",NA,2007,"general"
"5153","Aguascalientes","OTRAS",559,2007,"general"
"5154","Baja California","OTRAS",806,2007,"general"
"5155","Baja California Sur","OTRAS",NA,2007,"general"
"5156","Campeche","OTRAS",7,2007,"general"
"5157","Coahuila","OTRAS",1602,2007,"general"
"5158","Colima","OTRAS",83,2007,"general"
"5159","Chiapas","OTRAS",407,2007,"general"
"5160","Chihuahua","OTRAS",3259,2007,"general"
"5161","Distrito Federal","OTRAS",1315,2007,"general"
"5162","Durango","OTRAS",226,2007,"general"
"5163","Guanajuato","OTRAS",684,2007,"general"
"5164","Guerrero","OTRAS",0,2007,"general"
"5165","Hidalgo","OTRAS",210,2007,"general"
"5166","Jalisco","OTRAS",9381,2007,"general"
"5167","Mexico","OTRAS",4209,2007,"general"
"5168","Michoacan","OTRAS",NA,2007,"general"
"5169","Morelos","OTRAS",NA,2007,"general"
"5170","Nayarit","OTRAS",35,2007,"general"
"5171","Nuevo Leon","OTRAS",5178,2007,"general"
"5172","Oaxaca","OTRAS",113,2007,"general"
"5173","Puebla","OTRAS",1315,2007,"general"
"5174","Queretaro","OTRAS",142,2007,"general"
"5175","Quintana Roo","OTRAS",NA,2007,"general"
"5176","San Luis Potosi","OTRAS",174,2007,"general"
"5177","Sinaloa","OTRAS",1775,2007,"general"
"5178","Sonora","OTRAS",191,2007,"general"
"5179","Tabasco","OTRAS",1754,2007,"general"
"5180","Tamaulipas","OTRAS",108,2007,"general"
"5181","Tlaxcala","OTRAS",43,2007,"general"
"5182","Veracruz","OTRAS",NA,2007,"general"
"5183","Yucatan","OTRAS",494,2007,"general"
"5184","Zacatecas","OTRAS",73,2007,"general"
"5185","Aguascalientes","SSA",1780,2006,"general"
"5186","Baja California","SSA",4221,2006,"general"
"5187","Baja California Sur","SSA",1042,2006,"general"
"5188","Campeche","SSA",1133,2006,"general"
"5189","Coahuila","SSA",1609,2006,"general"
"5190","Colima","SSA",857,2006,"general"
"5191","Chiapas","SSA",4365,2006,"general"
"5192","Chihuahua","SSA",2929,2006,"general"
"5193","Distrito Federal","SSA",16120,2006,"general"
"5194","Durango","SSA",1482,2006,"general"
"5195","Guanajuato","SSA",9697,2006,"general"
"5196","Guerrero","SSA",7103,2006,"general"
"5197","Hidalgo","SSA",3260,2006,"general"
"5198","Jalisco","SSA",7563,2006,"general"
"5199","Mexico","SSA",15747,2006,"general"
"5200","Michoacan","SSA",4265,2006,"general"
"5201","Morelos","SSA",2826,2006,"general"
"5202","Nayarit","SSA",1481,2006,"general"
"5203","Nuevo Leon","SSA",2852,2006,"general"
"5204","Oaxaca","SSA",5441,2006,"general"
"5205","Puebla","SSA",4554,2006,"general"
"5206","Queretaro","SSA",1784,2006,"general"
"5207","Quintana Roo","SSA",766,2006,"general"
"5208","San Luis Potosi","SSA",3774,2006,"general"
"5209","Sinaloa","SSA",6295,2006,"general"
"5210","Sonora","SSA",2244,2006,"general"
"5211","Tabasco","SSA",3773,2006,"general"
"5212","Tamaulipas","SSA",5331,2006,"general"
"5213","Tlaxcala","SSA",1400,2006,"general"
"5214","Veracruz","SSA",8968,2006,"general"
"5215","Yucatan","SSA",2255,2006,"general"
"5216","Zacatecas","SSA",1722,2006,"general"
"5217","Aguascalientes","IMMS",1809,2006,"general"
"5218","Baja California","IMMS",7362,2006,"general"
"5219","Baja California Sur","IMMS",775,2006,"general"
"5220","Campeche","IMMS",505,2006,"general"
"5221","Coahuila","IMMS",7517,2006,"general"
"5222","Colima","IMMS",1067,2006,"general"
"5223","Chiapas","IMMS",2717,2006,"general"
"5224","Chihuahua","IMMS",6438,2006,"general"
"5225","Distrito Federal","IMMS",7834,2006,"general"
"5226","Durango","IMMS",3469,2006,"general"
"5227","Guanajuato","IMMS",7781,2006,"general"
"5228","Guerrero","IMMS",3725,2006,"general"
"5229","Hidalgo","IMMS",1351,2006,"general"
"5230","Jalisco","IMMS",16804,2006,"general"
"5231","Mexico","IMMS",16873,2006,"general"
"5232","Michoacan","IMMS",3196,2006,"general"
"5233","Morelos","IMMS",4224,2006,"general"
"5234","Nayarit","IMMS",873,2006,"general"
"5235","Nuevo Leon","IMMS",6398,2006,"general"
"5236","Oaxaca","IMMS",2322,2006,"general"
"5237","Puebla","IMMS",8756,2006,"general"
"5238","Queretaro","IMMS",2119,2006,"general"
"5239","Quintana Roo","IMMS",717,2006,"general"
"5240","San Luis Potosi","IMMS",4657,2006,"general"
"5241","Sinaloa","IMMS",4524,2006,"general"
"5242","Sonora","IMMS",4375,2006,"general"
"5243","Tabasco","IMMS",1656,2006,"general"
"5244","Tamaulipas","IMMS",6635,2006,"general"
"5245","Tlaxcala","IMMS",1128,2006,"general"
"5246","Veracruz","IMMS",5468,2006,"general"
"5247","Yucatan","IMMS",3750,2006,"general"
"5248","Zacatecas","IMMS",1028,2006,"general"
"5249","Aguascalientes","ISSSTE",113,2006,"general"
"5250","Baja California","ISSSTE",875,2006,"general"
"5251","Baja California Sur","ISSSTE",119,2006,"general"
"5252","Campeche","ISSSTE",307,2006,"general"
"5253","Coahuila","ISSSTE",4792,2006,"general"
"5254","Colima","ISSSTE",42,2006,"general"
"5255","Chiapas","ISSSTE",1788,2006,"general"
"5256","Chihuahua","ISSSTE",730,2006,"general"
"5257","Distrito Federal","ISSSTE",13975,2006,"general"
"5258","Durango","ISSSTE",3217,2006,"general"
"5259","Guanajuato","ISSSTE",1230,2006,"general"
"5260","Guerrero","ISSSTE",2184,2006,"general"
"5261","Hidalgo","ISSSTE",742,2006,"general"
"5262","Jalisco","ISSSTE",1790,2006,"general"
"5263","Mexico","ISSSTE",4511,2006,"general"
"5264","Michoacan","ISSSTE",2434,2006,"general"
"5265","Morelos","ISSSTE",3274,2006,"general"
"5266","Nayarit","ISSSTE",1153,2006,"general"
"5267","Nuevo Leon","ISSSTE",454,2006,"general"
"5268","Oaxaca","ISSSTE",2107,2006,"general"
"5269","Puebla","ISSSTE",2220,2006,"general"
"5270","Queretaro","ISSSTE",233,2006,"general"
"5271","Quintana Roo","ISSSTE",280,2006,"general"
"5272","San Luis Potosi","ISSSTE",988,2006,"general"
"5273","Sinaloa","ISSSTE",549,2006,"general"
"5274","Sonora","ISSSTE",415,2006,"general"
"5275","Tabasco","ISSSTE",440,2006,"general"
"5276","Tamaulipas","ISSSTE",1376,2006,"general"
"5277","Tlaxcala","ISSSTE",537,2006,"general"
"5278","Veracruz","ISSSTE",480,2006,"general"
"5279","Yucatan","ISSSTE",1175,2006,"general"
"5280","Zacatecas","ISSSTE",425,2006,"general"
"5281","Aguascalientes","IMMS",0,2006,"general"
