"","Estado","fuente","observaciones","ano","genero"
"4292","Campeche","OTRAS",14,2010,"general"
"4293","Coahuila","OTRAS",2967,2010,"general"
"4294","Colima","OTRAS",55,2010,"general"
"4295","Chiapas","OTRAS",348,2010,"general"
"4296","Chihuahua","OTRAS",3985,2010,"general"
"4297","Distrito Federal","OTRAS",1299,2010,"general"
"4298","Durango","OTRAS",332,2010,"general"
"4299","Guanajuato","OTRAS",1039,2010,"general"
"4300","Guerrero","OTRAS",NA,2010,"general"
"4301","Hidalgo","OTRAS",51,2010,"general"
"4302","Jalisco","OTRAS",7255,2010,"general"
"4303","Mexico","OTRAS",4918,2010,"general"
"4304","Michoacan","OTRAS",NA,2010,"general"
"4305","Morelos","OTRAS",NA,2010,"general"
"4306","Nayarit","OTRAS",46,2010,"general"
"4307","Nuevo Leon","OTRAS",3908,2010,"general"
"4308","Oaxaca","OTRAS",53,2010,"general"
"4309","Puebla","OTRAS",1372,2010,"general"
"4310","Queretaro","OTRAS",71,2010,"general"
"4311","Quintana Roo","OTRAS",NA,2010,"general"
"4312","San Luis Potosi","OTRAS",124,2010,"general"
"4313","Sinaloa","OTRAS",1311,2010,"general"
"4314","Sonora","OTRAS",259,2010,"general"
"4315","Tabasco","OTRAS",689,2010,"general"
"4316","Tamaulipas","OTRAS",53,2010,"general"
"4317","Tlaxcala","OTRAS",38,2010,"general"
"4318","Veracruz","OTRAS",5,2010,"general"
"4319","Yucatan","OTRAS",490,2010,"general"
"4320","Zacatecas","OTRAS",100,2010,"general"
"4321","Aguascalientes","SSA",1558,2009,"general"
"4322","Baja California","SSA",4030,2009,"general"
"4323","Baja California Sur","SSA",569,2009,"general"
"4324","Campeche","SSA",1094,2009,"general"
"4325","Coahuila","SSA",1624,2009,"general"
"4326","Colima","SSA",919,2009,"general"
"4327","Chiapas","SSA",4714,2009,"general"
"4328","Chihuahua","SSA",4360,2009,"general"
"4329","Distrito Federal","SSA",11835,2009,"general"
"4330","Durango","SSA",1016,2009,"general"
"4331","Guanajuato","SSA",7714,2009,"general"
"4332","Guerrero","SSA",5548,2009,"general"
"4333","Hidalgo","SSA",3572,2009,"general"
"4334","Jalisco","SSA",6808,2009,"general"
"4335","Mexico","SSA",22277,2009,"general"
"4336","Michoacan","SSA",4044,2009,"general"
"4337","Morelos","SSA",2824,2009,"general"
"4338","Nayarit","SSA",1115,2009,"general"
"4339","Nuevo Leon","SSA",2527,2009,"general"
"4340","Oaxaca","SSA",5311,2009,"general"
"4341","Puebla","SSA",3381,2009,"general"
"4342","Queretaro","SSA",2068,2009,"general"
"4343","Quintana Roo","SSA",1115,2009,"general"
"4344","San Luis Potosi","SSA",3534,2009,"general"
"4345","Sinaloa","SSA",6747,2009,"general"
"4346","Sonora","SSA",1850,2009,"general"
"4347","Tabasco","SSA",3196,2009,"general"
"4348","Tamaulipas","SSA",3985,2009,"general"
"4349","Tlaxcala","SSA",1373,2009,"general"
"4350","Veracruz","SSA",6918,2009,"general"
"4351","Yucatan","SSA",2231,2009,"general"
"4352","Zacatecas","SSA",1808,2009,"general"
"4353","Aguascalientes","IMMS",1346,2009,"general"
"4354","Baja California","IMMS",7188,2009,"general"
"4355","Baja California Sur","IMMS",1497,2009,"general"
"4356","Campeche","IMMS",711,2009,"general"
"4357","Coahuila","IMMS",7615,2009,"general"
"4358","Colima","IMMS",977,2009,"general"
"4359","Chiapas","IMMS",2969,2009,"general"
"4360","Chihuahua","IMMS",9667,2009,"general"
"4361","Distrito Federal","IMMS",10509,2009,"general"
"4362","Durango","IMMS",3448,2009,"general"
"4363","Guanajuato","IMMS",8666,2009,"general"
"4364","Guerrero","IMMS",3875,2009,"general"
"4365","Hidalgo","IMMS",1980,2009,"general"
"4366","Jalisco","IMMS",14870,2009,"general"
"4367","Mexico","IMMS",20237,2009,"general"
"4368","Michoacan","IMMS",4976,2009,"general"
"4369","Morelos","IMMS",5827,2009,"general"
"4370","Nayarit","IMMS",971,2009,"general"
"4371","Nuevo Leon","IMMS",9561,2009,"general"
"4372","Oaxaca","IMMS",2768,2009,"general"
"4373","Puebla","IMMS",7164,2009,"general"
"4374","Queretaro","IMMS",2285,2009,"general"
"4375","Quintana Roo","IMMS",1341,2009,"general"
"4376","San Luis Potosi","IMMS",5080,2009,"general"
"4377","Sinaloa","IMMS",4999,2009,"general"
"4378","Sonora","IMMS",5860,2009,"general"
"4379","Tabasco","IMMS",2869,2009,"general"
"4380","Tamaulipas","IMMS",6489,2009,"general"
"4381","Tlaxcala","IMMS",1599,2009,"general"
"4382","Veracruz","IMMS",10381,2009,"general"
"4383","Yucatan","IMMS",4883,2009,"general"
"4384","Zacatecas","IMMS",1938,2009,"general"
"4385","Aguascalientes","ISSSTE",373,2009,"general"
"4386","Baja California","ISSSTE",647,2009,"general"
"4387","Baja California Sur","ISSSTE",150,2009,"general"
"4388","Campeche","ISSSTE",229,2009,"general"
"4389","Coahuila","ISSSTE",1827,2009,"general"
"4390","Colima","ISSSTE",53,2009,"general"
"4391","Chiapas","ISSSTE",2303,2009,"general"
"4392","Chihuahua","ISSSTE",963,2009,"general"
"4393","Distrito Federal","ISSSTE",9402,2009,"general"
"4394","Durango","ISSSTE",1976,2009,"general"
"4395","Guanajuato","ISSSTE",606,2009,"general"
"4396","Guerrero","ISSSTE",3441,2009,"general"
"4397","Hidalgo","ISSSTE",1666,2009,"general"
"4398","Jalisco","ISSSTE",1243,2009,"general"
"4399","Mexico","ISSSTE",5050,2009,"general"
"4400","Michoacan","ISSSTE",4144,2009,"general"
"4401","Morelos","ISSSTE",3207,2009,"general"
"4402","Nayarit","ISSSTE",1287,2009,"general"
"4403","Nuevo Leon","ISSSTE",374,2009,"general"
"4404","Oaxaca","ISSSTE",2135,2009,"general"
"4405","Puebla","ISSSTE",4047,2009,"general"
"4406","Queretaro","ISSSTE",482,2009,"general"
"4407","Quintana Roo","ISSSTE",1139,2009,"general"
"4408","San Luis Potosi","ISSSTE",1683,2009,"general"
"4409","Sinaloa","ISSSTE",656,2009,"general"
"4410","Sonora","ISSSTE",800,2009,"general"
"4411","Tabasco","ISSSTE",995,2009,"general"
"4412","Tamaulipas","ISSSTE",1855,2009,"general"
"4413","Tlaxcala","ISSSTE",906,2009,"general"
"4414","Veracruz","ISSSTE",1635,2009,"general"
"4415","Yucatan","ISSSTE",1089,2009,"general"
"4416","Zacatecas","ISSSTE",277,2009,"general"
"4417","Aguascalientes","IMMS",NA,2009,"general"
"4418","Baja California","IMMS",129,2009,"general"
"4419","Baja California Sur","IMMS",NA,2009,"general"
"4420","Campeche","IMMS",188,2009,"general"
"4421","Coahuila","IMMS",454,2009,"general"
"4422","Colima","IMMS",NA,2009,"general"
"4423","Chiapas","IMMS",1355,2009,"general"
"4424","Chihuahua","IMMS",253,2009,"general"
"4425","Distrito Federal","IMMS",48,2009,"general"
"4426","Durango","IMMS",281,2009,"general"
"4427","Guanajuato","IMMS",23,2009,"general"
"4428","Guerrero","IMMS",79,2009,"general"
"4429","Hidalgo","IMMS",533,2009,"general"
"4430","Jalisco","IMMS",28,2009,"general"
"4431","Mexico","IMMS",19,2009,"general"
"4432","Michoacan","IMMS",1040,2009,"general"
"4433","Morelos","IMMS",32,2009,"general"
"4434","Nayarit","IMMS",106,2009,"general"
"4435","Nuevo Leon","IMMS",6,2009,"general"
"4436","Oaxaca","IMMS",1574,2009,"general"
"4437","Puebla","IMMS",1060,2009,"general"
"4438","Queretaro","IMMS",25,2009,"general"
"4439","Quintana Roo","IMMS",NA,2009,"general"
"4440","San Luis Potosi","IMMS",1113,2009,"general"
"4441","Sinaloa","IMMS",178,2009,"general"
"4442","Sonora","IMMS",7,2009,"general"
"4443","Tabasco","IMMS",NA,2009,"general"
"4444","Tamaulipas","IMMS",256,2009,"general"
"4445","Tlaxcala","IMMS",6,2009,"general"
"4446","Veracruz","IMMS",2365,2009,"general"
"4447","Yucatan","IMMS",459,2009,"general"
"4448","Zacatecas","IMMS",495,2009,"general"
"4449","Aguascalientes","DIF",26,2009,"general"
"4450","Baja California","DIF",NA,2009,"general"
"4451","Baja California Sur","DIF",NA,2009,"general"
"4452","Campeche","DIF",24,2009,"general"
"4453","Coahuila","DIF",11,2009,"general"
"4454","Colima","DIF",1,2009,"general"
"4455","Chiapas","DIF",NA,2009,"general"
"4456","Chihuahua","DIF",NA,2009,"general"
"4457","Distrito Federal","DIF",547,2009,"general"
"4458","Durango","DIF",1,2009,"general"
"4459","Guanajuato","DIF",NA,2009,"general"
"4460","Guerrero","DIF",NA,2009,"general"
"4461","Hidalgo","DIF",0,2009,"general"
"4462","Jalisco","DIF",137,2009,"general"
"4463","Mexico","DIF",4823,2009,"general"
"4464","Michoacan","DIF",NA,2009,"general"
"4465","Morelos","DIF",NA,2009,"general"
"4466","Nayarit","DIF",52,2009,"general"
"4467","Nuevo Leon","DIF",NA,2009,"general"
"4468","Oaxaca","DIF",89,2009,"general"
"4469","Puebla","DIF",987,2009,"general"
"4470","Queretaro","DIF",71,2009,"general"
"4471","Quintana Roo","DIF",NA,2009,"general"
"4472","San Luis Potosi","DIF",NA,2009,"general"
"4473","Sinaloa","DIF",463,2009,"general"
"4474","Sonora","DIF",NA,2009,"general"
"4475","Tabasco","DIF",NA,2009,"general"
"4476","Tamaulipas","DIF",0,2009,"general"
"4477","Tlaxcala","DIF",1,2009,"general"
"4478","Veracruz","DIF",102,2009,"general"
"4479","Yucatan","DIF",45,2009,"general"
"4480","Zacatecas","DIF",82,2009,"general"
"4481","Aguascalientes","PEMEX",NA,2009,"general"
"4482","Baja California","PEMEX",NA,2009,"general"
"4483","Baja California Sur","PEMEX",NA,2009,"general"
"4484","Campeche","PEMEX",6,2009,"general"
"4485","Coahuila","PEMEX",NA,2009,"general"
"4486","Colima","PEMEX",NA,2009,"general"
"4487","Chiapas","PEMEX",145,2009,"general"
"4488","Chihuahua","PEMEX",NA,2009,"general"
"4489","Distrito Federal","PEMEX",240,2009,"general"
"4490","Durango","PEMEX",NA,2009,"general"
"4491","Guanajuato","PEMEX",35,2009,"general"
"4492","Guerrero","PEMEX",NA,2009,"general"
"4493","Hidalgo","PEMEX",101,2009,"general"
"4494","Jalisco","PEMEX",43,2009,"general"
"4495","Mexico","PEMEX",NA,2009,"general"
"4496","Michoacan","PEMEX",NA,2009,"general"
"4497","Morelos","PEMEX",NA,2009,"general"
"4498","Nayarit","PEMEX",NA,2009,"general"
"4499","Nuevo Leon","PEMEX",160,2009,"general"
"4500","Oaxaca","PEMEX",161,2009,"general"
"4501","Puebla","PEMEX",133,2009,"general"
"4502","Queretaro","PEMEX",NA,2009,"general"
"4503","Quintana Roo","PEMEX",NA,2009,"general"
"4504","San Luis Potosi","PEMEX",6,2009,"general"
"4505","Sinaloa","PEMEX",10,2009,"general"
"4506","Sonora","PEMEX",NA,2009,"general"
"4507","Tabasco","PEMEX",807,2009,"general"
"4508","Tamaulipas","PEMEX",403,2009,"general"
"4509","Tlaxcala","PEMEX",NA,2009,"general"
"4510","Veracruz","PEMEX",560,2009,"general"
"4511","Yucatan","PEMEX",NA,2009,"general"
"4512","Zacatecas","PEMEX",NA,2009,"general"
"4513","Aguascalientes","SEDENA",122,2009,"general"
"4514","Baja California","SEDENA",27,2009,"general"
"4515","Baja California Sur","SEDENA",0,2009,"general"
"4516","Campeche","SEDENA",6,2009,"general"
"4517","Coahuila","SEDENA",32,2009,"general"
"4518","Colima","SEDENA",0,2009,"general"
"4519","Chiapas","SEDENA",12,2009,"general"
"4520","Chihuahua","SEDENA",375,2009,"general"
"4521","Distrito Federal","SEDENA",542,2009,"general"
"4522","Durango","SEDENA",22,2009,"general"
"4523","Guanajuato","SEDENA",210,2009,"general"
"4524","Guerrero","SEDENA",16,2009,"general"
"4525","Hidalgo","SEDENA",11,2009,"general"
"4526","Jalisco","SEDENA",25,2009,"general"
"4527","Mexico","SEDENA",416,2009,"general"
"4528","Michoacan","SEDENA",0,2009,"general"
"4529","Morelos","SEDENA",77,2009,"general"
"4530","Nayarit","SEDENA",0,2009,"general"
"4531","Nuevo Leon","SEDENA",81,2009,"general"
"4532","Oaxaca","SEDENA",290,2009,"general"
"4533","Puebla","SEDENA",3,2009,"general"
"4534","Queretaro","SEDENA",62,2009,"general"
"4535","Quintana Roo","SEDENA",40,2009,"general"
"4536","San Luis Potosi","SEDENA",62,2009,"general"
"4537","Sinaloa","SEDENA",6,2009,"general"
"4538","Sonora","SEDENA",65,2009,"general"
"4539","Tabasco","SEDENA",12,2009,"general"
"4540","Tamaulipas","SEDENA",63,2009,"general"
"4541","Tlaxcala","SEDENA",6,2009,"general"
"4542","Veracruz","SEDENA",185,2009,"general"
"4543","Yucatan","SEDENA",0,2009,"general"
"4544","Zacatecas","SEDENA",0,2009,"general"
"4545","Aguascalientes","SEMAR",NA,2009,"general"
"4546","Baja California","SEMAR",0,2009,"general"
"4547","Baja California Sur","SEMAR",17,2009,"general"
"4548","Campeche","SEMAR",27,2009,"general"
"4549","Coahuila","SEMAR",NA,2009,"general"
"4550","Colima","SEMAR",21,2009,"general"
"4551","Chiapas","SEMAR",32,2009,"general"
"4552","Chihuahua","SEMAR",NA,2009,"general"
"4553","Distrito Federal","SEMAR",82,2009,"general"
"4554","Durango","SEMAR",NA,2009,"general"
"4555","Guanajuato","SEMAR",NA,2009,"general"
"4556","Guerrero","SEMAR",11,2009,"general"
"4557","Hidalgo","SEMAR",NA,2009,"general"
"4558","Jalisco","SEMAR",5,2009,"general"
"4559","Mexico","SEMAR",NA,2009,"general"
"4560","Michoacan","SEMAR",16,2009,"general"
"4561","Morelos","SEMAR",NA,2009,"general"
"4562","Nayarit","SEMAR",90,2009,"general"
"4563","Nuevo Leon","SEMAR",NA,2009,"general"
"4564","Oaxaca","SEMAR",63,2009,"general"
"4565","Puebla","SEMAR",NA,2009,"general"
"4566","Queretaro","SEMAR",NA,2009,"general"
"4567","Quintana Roo","SEMAR",11,2009,"general"
"4568","San Luis Potosi","SEMAR",NA,2009,"general"
"4569","Sinaloa","SEMAR",67,2009,"general"
"4570","Sonora","SEMAR",18,2009,"general"
"4571","Tabasco","SEMAR",15,2009,"general"
"4572","Tamaulipas","SEMAR",110,2009,"general"
"4573","Tlaxcala","SEMAR",NA,2009,"general"
"4574","Veracruz","SEMAR",402,2009,"general"
"4575","Yucatan","SEMAR",2,2009,"general"
"4576","Zacatecas","SEMAR",NA,2009,"general"
"4577","Aguascalientes","OTRAS",173,2009,"general"
"4578","Baja California","OTRAS",1044,2009,"general"
"4579","Baja California Sur","OTRAS",NA,2009,"general"
"4580","Campeche","OTRAS",23,2009,"general"
"4581","Coahuila","OTRAS",4765,2009,"general"
"4582","Colima","OTRAS",65,2009,"general"
"4583","Chiapas","OTRAS",0,2009,"general"
"4584","Chihuahua","OTRAS",4018,2009,"general"
"4585","Distrito Federal","OTRAS",1656,2009,"general"
"4586","Durango","OTRAS",285,2009,"general"
"4587","Guanajuato","OTRAS",1090,2009,"general"
"4588","Guerrero","OTRAS",NA,2009,"general"
"4589","Hidalgo","OTRAS",32,2009,"general"
"4590","Jalisco","OTRAS",8019,2009,"general"
"4591","Mexico","OTRAS",4963,2009,"general"
"4592","Michoacan","OTRAS",NA,2009,"general"
"4593","Morelos","OTRAS",NA,2009,"general"
"4594","Nayarit","OTRAS",72,2009,"general"
"4595","Nuevo Leon","OTRAS",6185,2009,"general"
"4596","Oaxaca","OTRAS",133,2009,"general"
"4597","Puebla","OTRAS",1176,2009,"general"
"4598","Queretaro","OTRAS",110,2009,"general"
"4599","Quintana Roo","OTRAS",NA,2009,"general"
"4600","San Luis Potosi","OTRAS",84,2009,"general"
"4601","Sinaloa","OTRAS",1763,2009,"general"
"4602","Sonora","OTRAS",88,2009,"general"
"4603","Tabasco","OTRAS",996,2009,"general"
"4604","Tamaulipas","OTRAS",125,2009,"general"
"4605","Tlaxcala","OTRAS",66,2009,"general"
"4606","Veracruz","OTRAS",NA,2009,"general"
"4607","Yucatan","OTRAS",851,2009,"general"
"4608","Zacatecas","OTRAS",28,2009,"general"
"4609","Aguascalientes","SSA",1562,2008,"general"
"4610","Baja California","SSA",4347,2008,"general"
"4611","Baja California Sur","SSA",757,2008,"general"
"4612","Campeche","SSA",1065,2008,"general"
"4613","Coahuila","SSA",1350,2008,"general"
"4614","Colima","SSA",878,2008,"general"
"4615","Chiapas","SSA",4945,2008,"general"
"4616","Chihuahua","SSA",3746,2008,"general"
"4617","Distrito Federal","SSA",12504,2008,"general"
"4618","Durango","SSA",1120,2008,"general"
"4619","Guanajuato","SSA",8085,2008,"general"
"4620","Guerrero","SSA",5788,2008,"general"
"4621","Hidalgo","SSA",3854,2008,"general"
"4622","Jalisco","SSA",8320,2008,"general"
"4623","Mexico","SSA",19968,2008,"general"
"4624","Michoacan","SSA",3708,2008,"general"
"4625","Morelos","SSA",2847,2008,"general"
"4626","Nayarit","SSA",1266,2008,"general"
"4627","Nuevo Leon","SSA",3128,2008,"general"
"4628","Oaxaca","SSA",5994,2008,"general"
"4629","Puebla","SSA",3900,2008,"general"
"4630","Queretaro","SSA",1778,2008,"general"
"4631","Quintana Roo","SSA",1147,2008,"general"
"4632","San Luis Potosi","SSA",4039,2008,"general"
"4633","Sinaloa","SSA",7262,2008,"general"
"4634","Sonora","SSA",2265,2008,"general"
"4635","Tabasco","SSA",3603,2008,"general"
"4636","Tamaulipas","SSA",4405,2008,"general"
"4637","Tlaxcala","SSA",1626,2008,"general"
"4638","Veracruz","SSA",8859,2008,"general"
"4639","Yucatan","SSA",2314,2008,"general"
"4640","Zacatecas","SSA",1718,2008,"general"
"4641","Aguascalientes","IMMS",1051,2008,"general"
"4642","Baja California","IMMS",6238,2008,"general"
"4643","Baja California Sur","IMMS",1407,2008,"general"
"4644","Campeche","IMMS",497,2008,"general"
"4645","Coahuila","IMMS",6874,2008,"general"
"4646","Colima","IMMS",1124,2008,"general"
"4647","Chiapas","IMMS",2774,2008,"general"
"4648","Chihuahua","IMMS",8133,2008,"general"
"4649","Distrito Federal","IMMS",8711,2008,"general"
"4650","Durango","IMMS",3414,2008,"general"
"4651","Guanajuato","IMMS",5222,2008,"general"
"4652","Guerrero","IMMS",4210,2008,"general"
"4653","Hidalgo","IMMS",1767,2008,"general"
"4654","Jalisco","IMMS",11636,2008,"general"
"4655","Mexico","IMMS",16216,2008,"general"
"4656","Michoacan","IMMS",3715,2008,"general"
"4657","Morelos","IMMS",4225,2008,"general"
"4658","Nayarit","IMMS",777,2008,"general"
"4659","Nuevo Leon","IMMS",7848,2008,"general"
"4660","Oaxaca","IMMS",2084,2008,"general"
"4661","Puebla","IMMS",7437,2008,"general"
"4662","Queretaro","IMMS",1831,2008,"general"
"4663","Quintana Roo","IMMS",1252,2008,"general"
"4664","San Luis Potosi","IMMS",4095,2008,"general"
"4665","Sinaloa","IMMS",4432,2008,"general"
"4666","Sonora","IMMS",5471,2008,"general"
"4667","Tabasco","IMMS",1607,2008,"general"
"4668","Tamaulipas","IMMS",5417,2008,"general"
"4669","Tlaxcala","IMMS",1389,2008,"general"
"4670","Veracruz","IMMS",9288,2008,"general"
"4671","Yucatan","IMMS",5004,2008,"general"
"4672","Zacatecas","IMMS",1524,2008,"general"
"4673","Aguascalientes","ISSSTE",187,2008,"general"
"4674","Baja California","ISSSTE",545,2008,"general"
"4675","Baja California Sur","ISSSTE",215,2008,"general"
"4676","Campeche","ISSSTE",161,2008,"general"
"4677","Coahuila","ISSSTE",2142,2008,"general"
"4678","Colima","ISSSTE",32,2008,"general"
"4679","Chiapas","ISSSTE",2265,2008,"general"
"4680","Chihuahua","ISSSTE",690,2008,"general"
"4681","Distrito Federal","ISSSTE",10450,2008,"general"
"4682","Durango","ISSSTE",1258,2008,"general"
"4683","Guanajuato","ISSSTE",801,2008,"general"
"4684","Guerrero","ISSSTE",3171,2008,"general"
"4685","Hidalgo","ISSSTE",917,2008,"general"
"4686","Jalisco","ISSSTE",2671,2008,"general"
"4687","Mexico","ISSSTE",5351,2008,"general"
"4688","Michoacan","ISSSTE",4137,2008,"general"
"4689","Morelos","ISSSTE",3554,2008,"general"
"4690","Nayarit","ISSSTE",1141,2008,"general"
"4691","Nuevo Leon","ISSSTE",412,2008,"general"
"4692","Oaxaca","ISSSTE",1938,2008,"general"
"4693","Puebla","ISSSTE",3370,2008,"general"
"4694","Queretaro","ISSSTE",371,2008,"general"
"4695","Quintana Roo","ISSSTE",434,2008,"general"
"4696","San Luis Potosi","ISSSTE",1036,2008,"general"
"4697","Sinaloa","ISSSTE",597,2008,"general"
"4698","Sonora","ISSSTE",756,2008,"general"
"4699","Tabasco","ISSSTE",644,2008,"general"
"4700","Tamaulipas","ISSSTE",1497,2008,"general"
"4701","Tlaxcala","ISSSTE",787,2008,"general"
"4702","Veracruz","ISSSTE",757,2008,"general"
"4703","Yucatan","ISSSTE",1007,2008,"general"
"4704","Zacatecas","ISSSTE",349,2008,"general"
"4705","Aguascalientes","IMMS",NA,2008,"general"
"4706","Baja California","IMMS",200,2008,"general"
"4707","Baja California Sur","IMMS",NA,2008,"general"
"4708","Campeche","IMMS",71,2008,"general"
"4709","Coahuila","IMMS",455,2008,"general"
"4710","Colima","IMMS",NA,2008,"general"
"4711","Chiapas","IMMS",1004,2008,"general"
"4712","Chihuahua","IMMS",242,2008,"general"
"4713","Distrito Federal","IMMS",24,2008,"general"
"4714","Durango","IMMS",333,2008,"general"
"4715","Guanajuato","IMMS",20,2008,"general"
"4716","Guerrero","IMMS",48,2008,"general"
"4717","Hidalgo","IMMS",433,2008,"general"
"4718","Jalisco","IMMS",31,2008,"general"
"4719","Mexico","IMMS",7,2008,"general"
"4720","Michoacan","IMMS",842,2008,"general"
"4721","Morelos","IMMS",20,2008,"general"
"4722","Nayarit","IMMS",130,2008,"general"
"4723","Nuevo Leon","IMMS",14,2008,"general"
"4724","Oaxaca","IMMS",1349,2008,"general"
"4725","Puebla","IMMS",829,2008,"general"
"4726","Queretaro","IMMS",13,2008,"general"
"4727","Quintana Roo","IMMS",NA,2008,"general"
"4728","San Luis Potosi","IMMS",813,2008,"general"
"4729","Sinaloa","IMMS",189,2008,"general"
"4730","Sonora","IMMS",87,2008,"general"
"4731","Tabasco","IMMS",NA,2008,"general"
"4732","Tamaulipas","IMMS",221,2008,"general"
"4733","Tlaxcala","IMMS",5,2008,"general"
"4734","Veracruz","IMMS",1875,2008,"general"
"4735","Yucatan","IMMS",898,2008,"general"
"4736","Zacatecas","IMMS",454,2008,"general"
"4737","Aguascalientes","DIF",18,2008,"general"
"4738","Baja California","DIF",NA,2008,"general"
"4739","Baja California Sur","DIF",NA,2008,"general"
"4740","Campeche","DIF",17,2008,"general"
"4741","Coahuila","DIF",0,2008,"general"
"4742","Colima","DIF",1,2008,"general"
"4743","Chiapas","DIF",NA,2008,"general"
"4744","Chihuahua","DIF",NA,2008,"general"
"4745","Distrito Federal","DIF",366,2008,"general"
"4746","Durango","DIF",0,2008,"general"
"4747","Guanajuato","DIF",NA,2008,"general"
"4748","Guerrero","DIF",NA,2008,"general"
"4749","Hidalgo","DIF",0,2008,"general"
"4750","Jalisco","DIF",213,2008,"general"
"4751","Mexico","DIF",4186,2008,"general"
"4752","Michoacan","DIF",NA,2008,"general"
"4753","Morelos","DIF",NA,2008,"general"
"4754","Nayarit","DIF",88,2008,"general"
"4755","Nuevo Leon","DIF",NA,2008,"general"
"4756","Oaxaca","DIF",120,2008,"general"
"4757","Puebla","DIF",1366,2008,"general"
"4758","Queretaro","DIF",32,2008,"general"
"4759","Quintana Roo","DIF",NA,2008,"general"
"4760","San Luis Potosi","DIF",NA,2008,"general"
"4761","Sinaloa","DIF",586,2008,"general"
"4762","Sonora","DIF",NA,2008,"general"
"4763","Tabasco","DIF",NA,2008,"general"
"4764","Tamaulipas","DIF",3,2008,"general"
"4765","Tlaxcala","DIF",31,2008,"general"
"4766","Veracruz","DIF",318,2008,"general"
"4767","Yucatan","DIF",36,2008,"general"
"4768","Zacatecas","DIF",90,2008,"general"
"4769","Aguascalientes","PEMEX",NA,2008,"general"
"4770","Baja California","PEMEX",NA,2008,"general"
"4771","Baja California Sur","PEMEX",NA,2008,"general"
"4772","Campeche","PEMEX",0,2008,"general"
"4773","Coahuila","PEMEX",NA,2008,"general"
"4774","Colima","PEMEX",NA,2008,"general"
"4775","Chiapas","PEMEX",104,2008,"general"
"4776","Chihuahua","PEMEX",NA,2008,"general"
"4777","Distrito Federal","PEMEX",145,2008,"general"
"4778","Durango","PEMEX",NA,2008,"general"
"4779","Guanajuato","PEMEX",27,2008,"general"
"4780","Guerrero","PEMEX",NA,2008,"general"
"4781","Hidalgo","PEMEX",83,2008,"general"
"4782","Jalisco","PEMEX",40,2008,"general"
"4783","Mexico","PEMEX",NA,2008,"general"
"4784","Michoacan","PEMEX",NA,2008,"general"
"4785","Morelos","PEMEX",NA,2008,"general"
"4786","Nayarit","PEMEX",NA,2008,"general"
"4787","Nuevo Leon","PEMEX",100,2008,"general"
"4788","Oaxaca","PEMEX",108,2008,"general"
"4789","Puebla","PEMEX",267,2008,"general"
"4790","Queretaro","PEMEX",NA,2008,"general"
"4791","Quintana Roo","PEMEX",NA,2008,"general"
"4792","San Luis Potosi","PEMEX",2,2008,"general"
"4793","Sinaloa","PEMEX",3,2008,"general"
"4794","Sonora","PEMEX",NA,2008,"general"
"4795","Tabasco","PEMEX",340,2008,"general"
"4796","Tamaulipas","PEMEX",445,2008,"general"
"4797","Tlaxcala","PEMEX",NA,2008,"general"
"4798","Veracruz","PEMEX",476,2008,"general"
"4799","Yucatan","PEMEX",NA,2008,"general"
"4800","Zacatecas","PEMEX",NA,2008,"general"
"4801","Aguascalientes","SEDENA",445,2008,"general"
"4802","Baja California","SEDENA",31,2008,"general"
"4803","Baja California Sur","SEDENA",5,2008,"general"
"4804","Campeche","SEDENA",18,2008,"general"
"4805","Coahuila","SEDENA",23,2008,"general"
"4806","Colima","SEDENA",17,2008,"general"
"4807","Chiapas","SEDENA",11,2008,"general"
"4808","Chihuahua","SEDENA",40,2008,"general"
"4809","Distrito Federal","SEDENA",1157,2008,"general"
"4810","Durango","SEDENA",22,2008,"general"
"4811","Guanajuato","SEDENA",162,2008,"general"
"4812","Guerrero","SEDENA",32,2008,"general"
"4813","Hidalgo","SEDENA",1,2008,"general"
"4814","Jalisco","SEDENA",177,2008,"general"
"4815","Mexico","SEDENA",351,2008,"general"
"4816","Michoacan","SEDENA",0,2008,"general"
"4817","Morelos","SEDENA",116,2008,"general"
"4818","Nayarit","SEDENA",0,2008,"general"
"4819","Nuevo Leon","SEDENA",118,2008,"general"
"4820","Oaxaca","SEDENA",300,2008,"general"
"4821","Puebla","SEDENA",7,2008,"general"
"4822","Queretaro","SEDENA",23,2008,"general"
"4823","Quintana Roo","SEDENA",10,2008,"general"
"4824","San Luis Potosi","SEDENA",37,2008,"general"
"4825","Sinaloa","SEDENA",131,2008,"general"
"4826","Sonora","SEDENA",48,2008,"general"
"4827","Tabasco","SEDENA",10,2008,"general"
"4828","Tamaulipas","SEDENA",15,2008,"general"
"4829","Tlaxcala","SEDENA",27,2008,"general"
"4830","Veracruz","SEDENA",175,2008,"general"
"4831","Yucatan","SEDENA",0,2008,"general"
"4832","Zacatecas","SEDENA",0,2008,"general"
"4833","Aguascalientes","SEMAR",NA,2008,"general"
"4834","Baja California","SEMAR",5,2008,"general"
"4835","Baja California Sur","SEMAR",105,2008,"general"
"4836","Campeche","SEMAR",24,2008,"general"
"4837","Coahuila","SEMAR",NA,2008,"general"
"4838","Colima","SEMAR",58,2008,"general"
"4839","Chiapas","SEMAR",11,2008,"general"
"4840","Chihuahua","SEMAR",NA,2008,"general"
"4841","Distrito Federal","SEMAR",174,2008,"general"
"4842","Durango","SEMAR",NA,2008,"general"
